scene_name,img_id0,img_id1
0015/dense,1302,2047
0015/dense,2401,1067
0015/dense,732,1717
0015/dense,3361,1039
0015/dense,3397,1451
0015/dense,2532,1108
0015/dense,325,1418
0015/dense,510,1302
0015/dense,2870,2803
0015/dense,833,614
0015/dense,771,446
0015/dense,944,1956
0015/dense,76,282
0015/dense,1233,1250
0015/dense,526,987
0015/dense,2677,2396
0015/dense,2423,20
0015/dense,2352,1637
0015/dense,2356,1073
0015/dense,2164,323
0015/dense,3317,1812
0015/dense,2731,1571
0015/dense,2947,626
0015/dense,2670,294
0015/dense,180,1821
0015/dense,24,1313
0015/dense,2856,274
0015/dense,120,1429
0015/dense,2956,816
0015/dense,725,1319
0015/dense,3349,1360
0015/dense,590,250
0015/dense,2532,3310
0015/dense,3165,326
0015/dense,2496,1782
0015/dense,1482,1888
0015/dense,35,746
0015/dense,527,848
0015/dense,598,776
0015/dense,782,2030
0015/dense,1577,1427
0015/dense,2505,1979
0015/dense,2398,1419
0015/dense,1037,1093
0015/dense,494,1176
0015/dense,204,356
0015/dense,3007,1209
0015/dense,2318,406
0015/dense,137,99
0015/dense,3099,2813
0015/dense,113,1353
0015/dense,2430,1295
0015/dense,76,209
0015/dense,360,3254
0015/dense,2791,2345
0015/dense,464,1126
0015/dense,2874,1060
0015/dense,858,219
0015/dense,2971,1582
0015/dense,2441,1888
0015/dense,342,1426
0015/dense,1013,1491
0015/dense,2548,1116
0015/dense,526,1429
0015/dense,2217,958
0015/dense,2282,91
0015/dense,662,1550
0015/dense,998,1637
0015/dense,2613,1429
0015/dense,2291,2070
0015/dense,3082,1290
0015/dense,1490,2067
0015/dense,1869,1965
0015/dense,497,1085
0015/dense,764,992
0015/dense,2803,2566
0015/dense,454,1340
0015/dense,2834,1552
0015/dense,1087,1178
0015/dense,2133,210
0015/dense,1938,2126
0015/dense,2446,1381
0015/dense,2963,3261
0015/dense,402,290
0015/dense,2896,2711
0015/dense,2490,1509
0015/dense,121,357
0015/dense,809,1781
0015/dense,1602,198
0015/dense,2106,1325
0015/dense,2636,772
0015/dense,1965,952
0015/dense,2408,2147
0015/dense,2843,2017
0015/dense,2986,1176
0015/dense,468,1796
0015/dense,1630,182
0015/dense,2758,1642
0015/dense,2562,812
0015/dense,739,3369
0015/dense,162,1074
0015/dense,824,1031
0015/dense,691,1475
0015/dense,2608,55
0015/dense,732,3391
0015/dense,51,783
0015/dense,870,3243
0015/dense,2653,3265
0015/dense,1154,1250
0015/dense,2144,1857
0015/dense,402,63
0015/dense,686,274
0015/dense,2928,1474
0015/dense,2201,3244
0015/dense,3250,1418
0015/dense,2683,924
0015/dense,3140,1197
0015/dense,2992,698
0015/dense,3346,1318
0015/dense,505,296
0015/dense,3172,681
0015/dense,722,516
0015/dense,2834,1381
0015/dense,446,1733
0015/dense,2686,2351
0015/dense,1168,1451
0015/dense,1763,973
0015/dense,2460,2107
0015/dense,1845,1549
0015/dense,3160,2060
0015/dense,15,1093
0015/dense,622,1074
0015/dense,2220,3255
0015/dense,2592,858
0015/dense,795,783
0015/dense,2331,487
0015/dense,3090,479
0015/dense,3074,464
0015/dense,3254,201
0015/dense,569,1574
0015/dense,2254,1396
0015/dense,770,2207
0015/dense,700,576
0015/dense,2144,2126
0015/dense,2231,1141
0015/dense,3012,703
0015/dense,2730,1471
0015/dense,11,1020
0015/dense,2156,1661
0015/dense,747,605
0015/dense,98,342
0015/dense,14,1286
0015/dense,398,1956
0015/dense,216,1108
0015/dense,628,1123
0015/dense,3197,1501
0015/dense,1553,753
0015/dense,2246,482
0015/dense,201,1374
0015/dense,449,1209
0015/dense,104,1024
0015/dense,3128,3285
0015/dense,3094,2956
0015/dense,634,1492
0015/dense,2978,2032
0015/dense,8,1632
0015/dense,3371,1353
0015/dense,2246,1383
0015/dense,1387,1679
0015/dense,680,1334
0015/dense,2894,2028
0015/dense,289,1388
0015/dense,2572,634
0015/dense,2201,1148
0015/dense,2536,268
0015/dense,2841,1986
0015/dense,621,30
0015/dense,2726,2565
0015/dense,2405,2358
0015/dense,691,1956
0015/dense,2978,923
0015/dense,2191,893
0015/dense,892,1573
0015/dense,3115,1764
0015/dense,2677,1911
0015/dense,21,2207
0015/dense,2283,1937
0015/dense,2641,2106
0015/dense,12,1482
0015/dense,606,1404
0015/dense,3018,1564
0015/dense,2178,1248
0015/dense,2358,198
0015/dense,491,1276
0015/dense,3119,2318
0015/dense,3019,2918
0015/dense,2549,2066
0015/dense,2438,2129
0015/dense,2067,1252
0015/dense,24,1119
0015/dense,2343,1729
0015/dense,2583,1656
0015/dense,3115,469
0015/dense,1914,1717
0015/dense,3377,1991
0015/dense,766,1737
0015/dense,1077,1109
0015/dense,3243,1458
0015/dense,623,180
0015/dense,2724,164
0015/dense,2944,73
0015/dense,1055,1077
0015/dense,526,859
0015/dense,609,1838
0015/dense,623,847
0015/dense,1545,816
0015/dense,2993,1434
0015/dense,2774,1504
0015/dense,1763,1393
0015/dense,12,3433
0015/dense,2486,325
0015/dense,1882,1455
0015/dense,842,1870
0015/dense,2541,3315
0015/dense,1919,1149
0015/dense,143,2096
0015/dense,1866,338
0015/dense,2714,2662
0015/dense,2878,973
0015/dense,2833,2448
0015/dense,3037,849
0015/dense,2520,1379
0015/dense,2929,2922
0015/dense,1238,1642
0015/dense,1855,2112
0015/dense,3395,1834
0015/dense,2149,1646
0015/dense,122,968
0015/dense,1154,1706
0015/dense,2559,1839
0015/dense,652,3339
0015/dense,2837,873
0015/dense,304,1354
0015/dense,2313,1284
0015/dense,1623,2047
0015/dense,623,1151
0015/dense,486,1965
0015/dense,634,998
0015/dense,273,1996
0015/dense,944,1429
0015/dense,518,1599
0015/dense,1097,1429
0015/dense,2843,692
0015/dense,2615,52
0015/dense,3190,2797
0015/dense,3165,1256
0015/dense,2301,381
0015/dense,2549,1143
0015/dense,746,1125
0015/dense,3157,2135
0015/dense,1204,1428
0015/dense,840,1520
0015/dense,2490,1255
0015/dense,454,1156
0015/dense,3165,2323
0015/dense,634,1439
0015/dense,396,1205
0015/dense,547,2159
0015/dense,483,157
0015/dense,2473,271
0015/dense,1426,1682
0015/dense,732,262
0015/dense,2608,1190
0015/dense,2116,1602
0015/dense,122,1954
0015/dense,1522,323
0015/dense,2009,1987
0015/dense,2121,169
0015/dense,3055,2851
0015/dense,2548,1834
0015/dense,1286,2065
0015/dense,1786,1504
0015/dense,23,1125
0015/dense,3180,1360
0015/dense,2223,219
0015/dense,927,1249
0015/dense,1939,1447
0015/dense,626,1004
0015/dense,283,1037
0015/dense,1520,1001
0015/dense,3290,894
0015/dense,2552,744
0015/dense,2468,999
0015/dense,3022,3000
0015/dense,2357,1030
0015/dense,2592,668
0015/dense,2979,605
0015/dense,1685,1419
0015/dense,2505,609
0015/dense,798,1301
0015/dense,111,1250
0015/dense,2486,1185
0015/dense,2852,130
0015/dense,1510,1011
0015/dense,2144,1190
0015/dense,543,2021
0015/dense,2416,1726
0015/dense,2888,1392
0015/dense,2372,1365
0015/dense,847,1153
0015/dense,2726,224
0015/dense,1705,1289
0015/dense,3338,1200
0015/dense,2581,1161
0015/dense,3140,1127
0015/dense,904,1537
0015/dense,514,74
0015/dense,2828,1736
0015/dense,1977,1710
0015/dense,2269,3390
0015/dense,179,2060
0015/dense,487,998
0015/dense,2918,1963
0015/dense,2760,3363
0015/dense,2486,872
0015/dense,825,97
0015/dense,2933,2287
0015/dense,3088,21
0015/dense,1427,1575
0015/dense,2893,459
0015/dense,2797,945
0015/dense,482,93
0015/dense,3368,1017
0015/dense,2149,3387
0015/dense,3118,24
0015/dense,2898,182
0015/dense,644,3413
0015/dense,3346,23
0015/dense,812,303
0015/dense,1886,279
0015/dense,672,331
0015/dense,272,1452
0015/dense,1428,1733
0015/dense,1855,1009
0015/dense,872,1093
0015/dense,228,230
0015/dense,3385,1821
0015/dense,519,1882
0015/dense,633,1677
0015/dense,3371,3426
0015/dense,2579,296
0015/dense,541,1809
0015/dense,2748,1099
0015/dense,2688,1379
0015/dense,3422,231
0015/dense,2551,2318
0015/dense,2999,1096
0015/dense,952,1138
0015/dense,2099,2071
0015/dense,2753,1085
0015/dense,2554,102
0015/dense,2209,342
0015/dense,2006,1128
0015/dense,449,36
0015/dense,600,1668
0015/dense,282,1151
0015/dense,1854,977
0015/dense,2235,734
0015/dense,2953,392
0015/dense,52,1756
0015/dense,34,277
0015/dense,2313,33
0015/dense,3094,1248
0015/dense,399,2059
0015/dense,45,3303
0015/dense,1822,2115
0015/dense,2916,1352
0015/dense,219,2008
0015/dense,648,3395
0015/dense,750,932
0015/dense,1801,1487
0015/dense,3094,2444
0015/dense,795,261
0015/dense,2510,3419
0015/dense,2785,2523
0015/dense,143,3425
0015/dense,616,271
0015/dense,3333,795
0015/dense,432,778
0015/dense,3045,2338
0015/dense,3176,2017
0015/dense,457,21
0015/dense,2366,514
0015/dense,2658,526
0015/dense,2754,2550
0015/dense,2698,1954
0015/dense,3431,1154
0015/dense,578,1389
0015/dense,2833,958
0015/dense,2742,2419
0015/dense,3072,17
0015/dense,3253,1274
0015/dense,234,1455
0015/dense,1569,1141
0015/dense,430,1636
0015/dense,2561,625
0015/dense,1817,1424
0015/dense,2549,2244
0015/dense,1747,1510
0015/dense,2972,342
0015/dense,2398,2246
0015/dense,3390,1120
0015/dense,2677,1404
0015/dense,788,1396
0015/dense,2435,261
0015/dense,1794,1250
0015/dense,24,1204
0015/dense,452,2128
0015/dense,402,849
0015/dense,2519,686
0015/dense,621,541
0015/dense,1591,1346
0015/dense,3160,2586
0015/dense,3416,303
0015/dense,2652,3414
0015/dense,2535,1042
0015/dense,2834,2425
0015/dense,2573,1150
0015/dense,1695,978
0015/dense,2636,145
0015/dense,2803,2366
0015/dense,739,1427
0015/dense,3049,949
0015/dense,607,340
0015/dense,2002,2023
0015/dense,380,1653
0015/dense,943,1166
0015/dense,410,3265
0015/dense,1509,1150
0015/dense,2559,2325
0015/dense,419,30
0015/dense,2347,344
0015/dense,2570,733
0015/dense,138,1746
0015/dense,2700,1653
0015/dense,2519,2287
0015/dense,2507,2191
0015/dense,122,1098
0015/dense,2608,1195
0015/dense,1116,1988
0015/dense,2984,2888
0015/dense,239,1318
0015/dense,2999,1313
0015/dense,3099,2239
0015/dense,3381,1204
0015/dense,2758,895
0015/dense,2536,2448
0015/dense,616,1681
0015/dense,1051,1298
0015/dense,768,1216
0015/dense,3402,514
0015/dense,1745,3336
0015/dense,886,3227
0015/dense,159,1722
0015/dense,2640,1067
0015/dense,1793,1891
0015/dense,1470,322
0015/dense,3169,23
0015/dense,1755,1388
0015/dense,342,1428
0015/dense,2888,1299
0015/dense,2526,3379
0015/dense,2512,1276
0015/dense,2650,1546
0015/dense,2282,205
0015/dense,1116,1687
0015/dense,2551,267
0015/dense,3012,605
0015/dense,2066,1339
0015/dense,267,1964
0015/dense,1759,1695
0015/dense,3163,201
0015/dense,2147,1477
0015/dense,3009,1220
0015/dense,496,55
0015/dense,3000,120
0015/dense,93,1011
0015/dense,976,1130
0015/dense,3370,95
0015/dense,1151,1682
0015/dense,2410,1793
0015/dense,3001,1709
0015/dense,441,137
0015/dense,3400,2003
0015/dense,1842,2202
0015/dense,395,1210
0015/dense,3385,139
0015/dense,1249,1301
0015/dense,2064,1422
0015/dense,692,3363
0015/dense,2221,24
0015/dense,3397,1819
0015/dense,3404,167
0015/dense,950,1163
0015/dense,3390,990
0015/dense,2403,1656
0015/dense,2665,704
0015/dense,449,1637
0015/dense,3338,1066
0015/dense,3024,1168
0015/dense,2139,1126
0015/dense,2790,623
0015/dense,2196,1569
0015/dense,438,1011
0015/dense,1623,1853
0015/dense,2559,1339
0015/dense,2885,122
0015/dense,526,1015
0015/dense,2496,632
0015/dense,2246,218
0015/dense,597,1754
0015/dense,1834,1202
0015/dense,3359,1465
0015/dense,3177,1477
0015/dense,2888,1538
0015/dense,2372,1806
0015/dense,2423,1269
0015/dense,572,165
0015/dense,2674,2551
0015/dense,3398,1559
0015/dense,112,2009
0015/dense,3281,3262
0015/dense,2944,1307
0015/dense,2528,704
0015/dense,2724,611
0015/dense,2686,2522
0015/dense,2874,2009
0015/dense,471,338
0015/dense,2843,894
0015/dense,3131,1595
0015/dense,2348,776
0015/dense,18,1404
0015/dense,2376,975
0015/dense,2979,476
0015/dense,2528,1445
0015/dense,732,514
0015/dense,2942,624
0015/dense,35,205
0015/dense,1133,1717
0015/dense,3349,904
0015/dense,2490,1108
0015/dense,526,1177
0015/dense,2889,2288
0015/dense,1416,1476
0015/dense,342,2109
0015/dense,646,1059
0015/dense,2268,745
0015/dense,2328,1644
0015/dense,1170,1426
0015/dense,2365,766
0015/dense,2845,821
0015/dense,1595,1130
0015/dense,1736,2112
0015/dense,519,296
0015/dense,231,355
0015/dense,542,2000
0015/dense,1004,1033
0015/dense,2842,1436
0015/dense,364,1919
0015/dense,803,1636
0015/dense,2260,1564
0015/dense,2863,454
0015/dense,2002,1327
0015/dense,1843,296
0015/dense,2460,1210
0015/dense,2749,92
0015/dense,2345,403
0015/dense,783,996
0015/dense,2528,2146
0015/dense,176,1440
0015/dense,2884,1509
0015/dense,1628,2059
0015/dense,2550,2316
0015/dense,3408,3073
0015/dense,2414,350
0015/dense,1745,1699
0015/dense,908,1696
0015/dense,2322,290
0015/dense,3336,1150
0015/dense,3161,1020
0015/dense,1407,1964
0015/dense,2688,362
0015/dense,2907,1087
0015/dense,2143,353
0015/dense,1603,1595
0015/dense,3413,340
0015/dense,592,1295
0015/dense,2280,978
0015/dense,2507,239
0015/dense,833,304
0015/dense,2249,549
0015/dense,376,1539
0015/dense,732,283
0015/dense,2140,1416
0015/dense,1550,2060
0015/dense,540,2067
0015/dense,2550,3344
0015/dense,2851,157
0015/dense,296,2094
0015/dense,2210,3419
0015/dense,697,49
0015/dense,2468,1349
0015/dense,2803,876
0015/dense,2548,295
0015/dense,2487,1956
0015/dense,748,1860
0015/dense,2510,12
0015/dense,3315,1458
0015/dense,3128,2495
0015/dense,1657,904
0015/dense,3050,1129
0015/dense,3131,1150
0015/dense,1264,1375
0015/dense,2285,935
0015/dense,2252,1698
0015/dense,3035,1810
0015/dense,648,487
0015/dense,3027,1804
0015/dense,323,1037
0015/dense,2690,1679
0015/dense,2843,2610
0015/dense,441,98
0015/dense,932,1429
0015/dense,2535,1660
0015/dense,884,1342
0015/dense,37,1936
0015/dense,3161,2492
0015/dense,703,857
0015/dense,2323,340
0015/dense,327,2001
0015/dense,2526,3438
0015/dense,3057,108
0015/dense,859,1551
0015/dense,15,215
0015/dense,1094,1329
0015/dense,621,1845
0015/dense,265,1599
0015/dense,3121,36
0015/dense,414,1010
0015/dense,3403,2461
0015/dense,1763,1021
0015/dense,2020,302
0015/dense,2410,1860
0015/dense,3001,457
0015/dense,454,1745
0015/dense,2275,1781
0015/dense,2847,2772
0015/dense,596,1568
0015/dense,2788,1428
0015/dense,2974,1011
0015/dense,1208,1348
0015/dense,2128,940
0015/dense,859,290
0015/dense,2837,1727
0015/dense,95,996
0015/dense,514,894
0015/dense,2645,872
0015/dense,3072,2486
0015/dense,3014,362
0015/dense,2549,580
0015/dense,1035,1582
0015/dense,2559,272
0015/dense,2993,1063
0015/dense,943,1129
0015/dense,2631,722
0015/dense,2677,3416
0015/dense,2004,2079
0015/dense,231,1152
0015/dense,3035,2404
0015/dense,3317,216
0015/dense,2139,3425
0015/dense,1778,2065
0015/dense,1685,1393
0015/dense,2775,1501
0015/dense,2209,2177
0015/dense,927,1283
0015/dense,2886,2642
0015/dense,2315,1163
0015/dense,2553,1361
0015/dense,3403,177
0015/dense,2128,3228
0015/dense,377,1123
0015/dense,1313,1379
0015/dense,167,1421
0015/dense,2146,840
0015/dense,2431,140
0015/dense,2901,2623
0015/dense,2552,143
0015/dense,3294,1063
0015/dense,1778,1902
0015/dense,1986,1049
0015/dense,1574,1476
0015/dense,239,294
0015/dense,2701,3337
0015/dense,3206,303
0015/dense,3128,1699
0015/dense,2534,2162
0015/dense,3047,891
0015/dense,1593,1127
0015/dense,956,2047
0015/dense,263,2051
0015/dense,17,296
0015/dense,940,1429
0015/dense,446,1922
0015/dense,2372,741
0015/dense,2360,648
0015/dense,2654,1291
0015/dense,3265,1152
0015/dense,527,3261
0015/dense,651,1327
0015/dense,3430,2981
0015/dense,621,465
0015/dense,1764,1418
0015/dense,2935,2809
0015/dense,651,1452
0015/dense,2460,251
0015/dense,1974,1073
0015/dense,858,1362
0015/dense,2399,1495
0015/dense,2244,2177
0015/dense,3163,1807
0015/dense,2710,2549
0015/dense,3358,2059
0015/dense,3069,239
0015/dense,3172,1289
0015/dense,2803,1705
0015/dense,2452,2164
0015/dense,811,9
0015/dense,1839,1529
0015/dense,832,2003
0015/dense,735,1504
0015/dense,3099,1141
0015/dense,2590,2051
0015/dense,526,1326
0015/dense,139,1565
0015/dense,3143,1143
0015/dense,2490,1252
0015/dense,1072,1421
0015/dense,2351,2142
0015/dense,700,1974
0015/dense,872,2094
0015/dense,402,1295
0015/dense,2652,2238
0015/dense,414,933
0015/dense,2583,1793
0015/dense,2238,379
0015/dense,145,1067
0015/dense,2133,1636
0015/dense,3281,3422
0015/dense,1130,1306
0015/dense,2627,1361
0015/dense,872,2126
0015/dense,2326,891
0015/dense,691,1329
0015/dense,2143,1751
0015/dense,2759,1932
0015/dense,2730,2416
0015/dense,2805,1144
0015/dense,3319,1677
0015/dense,497,76
0015/dense,3163,1382
0015/dense,3009,1125
0015/dense,3422,1037
0015/dense,2986,1546
0015/dense,2366,1004
0015/dense,2551,1371
0015/dense,746,1914
0015/dense,973,1857
0015/dense,930,736
0015/dense,788,1013
0015/dense,1812,1427
0015/dense,479,998
0015/dense,644,631
0015/dense,1844,2064
0015/dense,527,1126
0015/dense,1782,32
0015/dense,3047,55
0015/dense,2324,1539
0015/dense,2064,2093
0015/dense,170,953
0015/dense,1080,1536
0015/dense,2486,1914
0015/dense,69,1398
0015/dense,3146,1435
0015/dense,2490,1021
0015/dense,2522,1160
0015/dense,1812,1763
0015/dense,3341,3183
0015/dense,1538,1094
0015/dense,1971,1412
0015/dense,2979,2323
0015/dense,3040,2899
0015/dense,1148,1430
0015/dense,273,999
0015/dense,2607,3388
0015/dense,3086,2683
0015/dense,2648,1518
0015/dense,2447,1428
0015/dense,686,1089
0015/dense,445,2000
0015/dense,2125,1169
0015/dense,3347,180
0015/dense,494,3391
0015/dense,304,1156
0015/dense,1812,189
0015/dense,451,2079
0015/dense,2244,1568
0015/dense,1503,2065
0015/dense,3049,1685
0015/dense,1784,1130
0015/dense,3124,783
0015/dense,766,746
0015/dense,2795,2473
0015/dense,2332,716
0015/dense,3167,1372
0015/dense,2507,1449
0015/dense,2274,2142
0015/dense,1229,1246
0015/dense,52,1292
0015/dense,2727,726
0015/dense,3072,1019
0015/dense,496,1809
0015/dense,2923,530
0015/dense,2927,2642
0015/dense,3181,2061
0015/dense,2201,3395
0015/dense,1752,1046
0015/dense,2975,2608
0015/dense,3171,2468
0015/dense,30,1891
0015/dense,895,345
0015/dense,2149,1557
0015/dense,2416,854
0015/dense,2242,3436
0015/dense,2408,303
0015/dense,2283,846
0015/dense,1402,1529
0015/dense,446,176
0015/dense,3418,303
0015/dense,2410,1094
0015/dense,3327,950
0015/dense,1126,1150
0015/dense,3347,1810
0015/dense,606,1082
0015/dense,2135,859
0015/dense,3249,164
0015/dense,577,1085
0015/dense,2743,767
0015/dense,2694,394
0015/dense,1130,1211
0015/dense,2185,968
0015/dense,1948,1301
0015/dense,3047,2590
0015/dense,3159,2640
0015/dense,445,1419
0015/dense,901,2142
0015/dense,2578,438
0015/dense,219,1537
0015/dense,2200,436
0015/dense,2277,468
0015/dense,1803,3310
0015/dense,1955,2216
0015/dense,177,1151
0015/dense,2320,2198
0015/dense,2921,2791
0015/dense,3135,2685
0015/dense,2935,1483
0015/dense,2631,2460
0015/dense,197,959
0015/dense,1960,1340
0015/dense,3433,1417
0015/dense,2778,1427
0015/dense,3099,296
0015/dense,1301,1819
0015/dense,2684,2367
0015/dense,165,1999
0015/dense,2874,290
0015/dense,2694,2019
0015/dense,621,204
0015/dense,2955,2933
0015/dense,3123,2693
0015/dense,2329,1529
0015/dense,2507,2313
0015/dense,647,1471
0015/dense,2275,550
0015/dense,301,1679
0015/dense,1037,1547
0015/dense,731,483
0015/dense,1636,234
0015/dense,3424,2005
0015/dense,3308,1834
0015/dense,1620,1178
0015/dense,1577,364
0015/dense,661,3349
0015/dense,704,1451
0015/dense,2282,3246
0015/dense,3143,2941
0015/dense,3096,272
0015/dense,491,876
0015/dense,2348,761
0015/dense,3056,2993
0015/dense,2942,386
0015/dense,736,1391
0015/dense,2849,1037
0015/dense,471,313
0015/dense,2139,1809
0015/dense,91,999
0015/dense,277,1253
0015/dense,2294,1193
0015/dense,2974,1625
0015/dense,484,871
0015/dense,1754,1163
0015/dense,3015,629
0015/dense,2901,296
0015/dense,112,1290
0015/dense,2246,451
0015/dense,36,1558
0015/dense,2570,523
0015/dense,626,1955
0015/dense,2399,1307
0015/dense,2939,1129
0015/dense,1374,1497
0015/dense,2860,2442
0015/dense,3266,2886
0015/dense,2617,2131
0015/dense,1659,1745
0015/dense,846,3336
0015/dense,3427,1049
0015/dense,2240,1109
0015/dense,2338,79
0015/dense,56,1426
0015/dense,3285,1551
0015/dense,2840,1166
0015/dense,3152,823
0015/dense,3242,1967
0015/dense,2662,3231
0015/dense,1042,1301
0015/dense,776,1095
0015/dense,2549,1225
0015/dense,2636,1427
0015/dense,3206,1521
0015/dense,372,1723
0015/dense,1003,1255
0015/dense,2223,1292
0015/dense,277,1082
0015/dense,479,1481
0015/dense,1003,1936
0015/dense,37,1371
0015/dense,2590,23
0015/dense,2685,778
0015/dense,234,990
0015/dense,516,1537
0015/dense,268,1247
0015/dense,465,23
0015/dense,2128,1116
0015/dense,641,1001
0015/dense,105,1568
0015/dense,2254,395
0015/dense,2249,1509
0015/dense,2105,1651
0015/dense,2863,84
0015/dense,717,3279
0015/dense,1640,1079
0015/dense,396,998
0015/dense,746,1785
0015/dense,2414,1479
0015/dense,821,1194
0015/dense,3065,3056
0015/dense,538,1194
0015/dense,2670,2610
0015/dense,928,2022
0015/dense,1298,1727
0015/dense,808,870
0015/dense,2808,2727
0015/dense,3177,318
0015/dense,165,99
0015/dense,2559,17
0015/dense,2282,3386
0015/dense,908,1670
0015/dense,2963,1008
0015/dense,1479,1266
0015/dense,940,1224
0015/dense,647,1163
0015/dense,1992,1476
0015/dense,2107,95
0015/dense,2444,592
0015/dense,2285,1539
0015/dense,393,1476
0015/dense,1636,3391
0015/dense,372,1859
0015/dense,2177,2115
0015/dense,3319,1128
0015/dense,349,355
0015/dense,396,1972
0015/dense,3352,3263
0015/dense,3421,1909
0015/dense,2833,2162
0015/dense,3343,1476
0015/dense,3402,1630
0015/dense,180,1393
0015/dense,655,192
0015/dense,2135,1559
0015/dense,2695,1727
0015/dense,452,2106
0015/dense,930,1269
0015/dense,2237,521
0015/dense,134,1365
0015/dense,3313,1352
0015/dense,2247,173
0015/dense,3049,3045
0015/dense,1474,327
0015/dense,716,408
0015/dense,2714,1190
0015/dense,1031,1737
0015/dense,2,1361
0015/dense,2930,2356
0015/dense,686,654
0015/dense,386,1830
0015/dense,2760,1477
0015/dense,3207,3390
0015/dense,3095,1033
0015/dense,2955,603
0015/dense,1965,1295
0015/dense,2534,45
0015/dense,3281,345
0015/dense,1777,1151
0015/dense,2902,360
0015/dense,3099,749
0015/dense,1755,1095
0015/dense,476,1060
0015/dense,220,1097
0015/dense,1095,1842
0015/dense,457,1852
0015/dense,1781,985
0015/dense,788,1967
0015/dense,3148,2133
0015/dense,2847,2144
0015/dense,647,3377
0015/dense,916,2126
0015/dense,680,1503
0015/dense,2201,1200
0015/dense,1595,1170
0015/dense,2785,2172
0015/dense,2441,1428
0015/dense,2486,375
0015/dense,3160,2931
0015/dense,2462,165
0015/dense,3206,857
0015/dense,1955,1821
0015/dense,608,23
0015/dense,2486,1285
0015/dense,32,1599
0015/dense,2066,1398
0015/dense,2669,1216
0015/dense,350,1108
0015/dense,930,2110
0015/dense,897,1839
0015/dense,3124,1115
0015/dense,445,1388
0015/dense,2974,2360
0015/dense,1297,1426
0015/dense,3333,1033
0015/dense,156,1729
0015/dense,2396,1301
0015/dense,180,3421
0015/dense,3165,1079
0015/dense,1911,1125
0015/dense,1690,904
0015/dense,1127,1204
0015/dense,920,239
0015/dense,878,3331
0015/dense,2990,1636
0015/dense,1570,2165
0015/dense,2884,464
0015/dense,726,234
0015/dense,653,2149
0015/dense,3197,177
0015/dense,79,1333
0015/dense,2406,218
0015/dense,1763,1302
0015/dense,598,120
0015/dense,2926,2446
0015/dense,2473,30
0015/dense,3103,817
0015/dense,35,2014
0015/dense,103,1658
0015/dense,3228,753
0015/dense,483,1220
0015/dense,2640,998
0015/dense,567,1347
0015/dense,1785,1298
0015/dense,647,1404
0015/dense,3141,2135
0015/dense,2669,847
0015/dense,2201,1394
0015/dense,2510,2077
0015/dense,34,1378
0015/dense,583,952
0015/dense,2898,2841
0015/dense,782,1819
0015/dense,419,1072
0015/dense,2888,811
0015/dense,2818,1074
0015/dense,2811,2535
0015/dense,873,1753
0015/dense,2688,165
0015/dense,2942,797
0015/dense,1773,1954
0015/dense,1163,1408
0015/dense,2739,3328
0015/dense,449,114
0015/dense,3158,1653
0015/dense,2563,2268
0015/dense,2691,999
0015/dense,924,5
0015/dense,1597,985
0015/dense,3124,91
0015/dense,215,1157
0015/dense,2560,303
0015/dense,264,1126
0015/dense,165,228
0015/dense,1492,1710
0015/dense,3069,1834
0015/dense,3135,1109
0015/dense,386,350
0015/dense,1157,1529
0015/dense,2549,1125
0015/dense,5,1004
0015/dense,213,1347
0015/dense,2490,2444
0015/dense,2652,1954
0015/dense,484,391
0015/dense,465,273
0015/dense,3007,2613
0015/dense,2613,2220
0015/dense,2494,1116
0015/dense,3038,1361
0015/dense,325,1426
0015/dense,3403,505
0015/dense,2464,48
0015/dense,1477,1573
0015/dense,294,1125
0015/dense,951,1301
0015/dense,1009,1165
0015/dense,1793,1224
0015/dense,3283,1072
0015/dense,2473,483
0015/dense,2462,2306
0015/dense,2223,665
0015/dense,2889,1777
0015/dense,699,522
0015/dense,1128,1909
0015/dense,606,2216
0015/dense,2287,1956
0015/dense,2918,1532
0015/dense,846,239
0015/dense,3000,874
0015/dense,2730,2261
0015/dense,2793,1454
0015/dense,403,1777
0015/dense,456,1842
0015/dense,2886,231
0015/dense,2416,177
0015/dense,3119,1996
0015/dense,2730,180
0015/dense,2201,3313
0015/dense,2888,1148
0015/dense,3095,892
0015/dense,895,278
0015/dense,892,2065
0015/dense,372,1911
0015/dense,94,1752
0015/dense,384,1063
0015/dense,360,1129
0015/dense,1017,1427
0015/dense,2127,826
0015/dense,771,3348
0015/dense,696,1399
0015/dense,1046,1109
0015/dense,290,1421
0015/dense,3425,1286
0015/dense,448,53
0015/dense,2791,2147
0015/dense,2885,1407
0015/dense,177,1302
0015/dense,3386,1819
0015/dense,1509,1948
0015/dense,2252,905
0015/dense,3030,2109
0015/dense,3045,2528
0015/dense,2549,2273
0015/dense,2644,1397
0015/dense,3015,1729
0015/dense,710,1396
0015/dense,1063,1155
0015/dense,655,1068
0015/dense,441,1871
0015/dense,478,1357
0015/dense,3343,3442
0015/dense,876,1521
0015/dense,2617,301
0015/dense,3317,1292
0015/dense,3183,2901
0015/dense,106,172
0015/dense,920,1551
0015/dense,365,1320
0015/dense,54,1624
0015/dense,2529,448
0015/dense,2000,340
0015/dense,2608,1560
0015/dense,30,1916
0015/dense,1267,1805
0015/dense,2461,15
0015/dense,3061,463
0015/dense,1569,1164
0015/dense,2993,230
0015/dense,2560,826
0015/dense,2444,2165
0015/dense,222,1732
